Data,Modalidade,Review,Avaliação,Idioma
2023-09-09,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-09,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-09-10,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-10,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-09-10,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-11,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-11,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-11,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-12,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-12,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-12,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-13,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-13,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-13,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-14,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-14,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-09-14,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-09-15,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-15,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-15,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-16,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-16,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-16,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-17,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-17,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-09-17,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-09-18,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-18,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-18,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-19,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-09-19,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-19,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-20,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-20,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-20,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-21,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-21,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-21,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-09-22,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-22,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-09-22,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-23,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-09-23,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-23,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-09-24,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-24,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-09-24,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-25,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-25,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-25,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-26,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-26,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-09-26,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-27,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-09-27,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-27,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-28,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-09-28,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-28,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-09-29,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-09-29,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-09-29,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-30,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-30,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-09-30,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-10-01,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-01,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-01,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-02,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-10-02,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-02,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-03,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-03,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-03,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-10-04,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-04,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-04,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-05,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-05,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-05,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-10-06,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-10-06,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-06,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-07,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-07,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-10-07,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-10-08,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-08,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-08,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-09,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-09,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-09,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-10-10,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-10,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-10,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-11,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-11,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-11,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-12,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-12,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-12,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-13,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-13,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-13,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-10-14,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-10-14,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-14,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-15,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-10-15,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-10-15,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-16,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-16,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-10-16,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-10-17,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-17,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-17,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-18,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-10-18,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-18,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-19,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-19,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-19,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-20,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-20,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-10-20,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-21,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-21,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-21,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-10-22,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-22,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-22,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-10-23,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-10-23,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-10-23,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-10-24,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-24,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-10-24,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-10-25,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-10-25,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-25,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-10-26,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-10-26,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-26,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-27,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-10-27,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-27,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-28,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-10-28,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-10-28,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-29,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-10-29,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-29,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-30,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-10-30,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-30,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-10-31,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-10-31,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-10-31,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-11-01,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-11-01,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-01,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-11-02,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-02,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-02,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-03,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-03,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-11-03,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-04,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-04,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-11-04,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-11-05,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-11-05,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-11-05,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-11-06,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-06,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-11-06,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-11-07,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-07,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-11-07,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-11-08,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-11-08,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-08,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-11-09,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-09,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-09,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-11-10,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-10,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-10,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-11,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-11,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-11-11,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-12,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-11-12,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-12,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-13,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-11-13,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-11-13,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-14,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-14,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-14,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-15,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-15,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-11-15,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-11-16,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-16,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-16,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-17,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-17,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-11-17,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-18,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-18,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-11-18,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-19,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-19,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-11-19,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-20,Cycling,"Excelente experiência, super recomendo!",5,Português
2023-11-20,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-20,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-11-21,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-21,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-11-21,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-22,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-22,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-11-22,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-11-23,Musculação,"Excelente experiência, super recomendo!",5,Português
2023-11-23,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-23,Cycling,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-24,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-24,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-11-24,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-25,Yoga,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-25,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-25,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-26,Yoga,"Excelente experiência, super recomendo!",5,Português
2023-11-26,Cycling,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-26,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-27,Yoga,"Razoável, esperava um pouco mais.",3,Português
2023-11-27,Musculação,"Razoável, esperava um pouco mais.",3,Português
2023-11-27,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-11-28,Cycling,"Razoável, esperava um pouco mais.",3,Português
2023-11-28,Yoga,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-28,Yoga,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-29,Musculação,"Decepcionante, vários pontos a serem melhorados.",2,Português
2023-11-29,Musculação,"Muito ruim, não recomendo a ninguém.",1,Português
2023-11-29,Musculação,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-30,Cycling,"Muito bom, mas pode melhorar em alguns aspectos.",4,Português
2023-11-30,Yoga,"Fair, I was expecting a bit more.",3,English
2023-11-30,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-01,Yoga,"Very good, but there is room for improvement.",4,English
2023-12-01,Musculação,"Disappointing, many areas need improvement.",2,English
2023-12-01,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-02,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-02,Yoga,"Disappointing, many areas need improvement.",2,English
2023-12-02,Cycling,"Very bad, I do not recommend it to anyone.",1,English
2023-12-03,Yoga,"Excellent experience, highly recommend!",5,English
2023-12-03,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2023-12-03,Musculação,"Very bad, I do not recommend it to anyone.",1,English
2023-12-04,Musculação,"Very bad, I do not recommend it to anyone.",1,English
2023-12-04,Cycling,"Very bad, I do not recommend it to anyone.",1,English
2023-12-04,Cycling,"Very bad, I do not recommend it to anyone.",1,English
2023-12-05,Yoga,"Disappointing, many areas need improvement.",2,English
2023-12-05,Cycling,"Very good, but there is room for improvement.",4,English
2023-12-05,Musculação,"Excellent experience, highly recommend!",5,English
2023-12-06,Yoga,"Disappointing, many areas need improvement.",2,English
2023-12-06,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2023-12-06,Yoga,"Excellent experience, highly recommend!",5,English
2023-12-07,Musculação,"Disappointing, many areas need improvement.",2,English
2023-12-07,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2023-12-07,Yoga,"Fair, I was expecting a bit more.",3,English
2023-12-08,Musculação,"Excellent experience, highly recommend!",5,English
2023-12-08,Yoga,"Excellent experience, highly recommend!",5,English
2023-12-08,Yoga,"Excellent experience, highly recommend!",5,English
2023-12-09,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-09,Cycling,"Very good, but there is room for improvement.",4,English
2023-12-09,Musculação,"Very good, but there is room for improvement.",4,English
2023-12-10,Cycling,"Very good, but there is room for improvement.",4,English
2023-12-10,Musculação,"Very bad, I do not recommend it to anyone.",1,English
2023-12-10,Yoga,"Very good, but there is room for improvement.",4,English
2023-12-11,Yoga,"Fair, I was expecting a bit more.",3,English
2023-12-11,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-11,Cycling,"Very bad, I do not recommend it to anyone.",1,English
2023-12-12,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-12,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-12,Cycling,"Fair, I was expecting a bit more.",3,English
2023-12-13,Musculação,"Fair, I was expecting a bit more.",3,English
2023-12-13,Yoga,"Excellent experience, highly recommend!",5,English
2023-12-13,Musculação,"Disappointing, many areas need improvement.",2,English
2023-12-14,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-14,Musculação,"Very good, but there is room for improvement.",4,English
2023-12-14,Yoga,"Very good, but there is room for improvement.",4,English
2023-12-15,Musculação,"Very bad, I do not recommend it to anyone.",1,English
2023-12-15,Yoga,"Very good, but there is room for improvement.",4,English
2023-12-15,Musculação,"Excellent experience, highly recommend!",5,English
2023-12-16,Musculação,"Excellent experience, highly recommend!",5,English
2023-12-16,Musculação,"Fair, I was expecting a bit more.",3,English
2023-12-16,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2023-12-17,Cycling,"Excellent experience, highly recommend!",5,English
2023-12-17,Musculação,"Disappointing, many areas need improvement.",2,English
2023-12-17,Yoga,"Disappointing, many areas need improvement.",2,English
2023-12-18,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2023-12-18,Yoga,"Excellent experience, highly recommend!",5,English
2023-12-18,Cycling,"Very bad, I do not recommend it to anyone.",1,English
2023-12-19,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-19,Cycling,"Very bad, I do not recommend it to anyone.",1,English
2023-12-19,Musculação,"Fair, I was expecting a bit more.",3,English
2023-12-20,Yoga,"Excellent experience, highly recommend!",5,English
2023-12-20,Musculação,"Fair, I was expecting a bit more.",3,English
2023-12-20,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2023-12-21,Cycling,"Fair, I was expecting a bit more.",3,English
2023-12-21,Yoga,"Very good, but there is room for improvement.",4,English
2023-12-21,Yoga,"Disappointing, many areas need improvement.",2,English
2023-12-22,Yoga,"Excellent experience, highly recommend!",5,English
2023-12-22,Musculação,"Disappointing, many areas need improvement.",2,English
2023-12-22,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-23,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2023-12-23,Yoga,"Fair, I was expecting a bit more.",3,English
2023-12-23,Cycling,"Excellent experience, highly recommend!",5,English
2023-12-24,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-24,Cycling,"Very good, but there is room for improvement.",4,English
2023-12-24,Cycling,"Excellent experience, highly recommend!",5,English
2023-12-25,Yoga,"Very good, but there is room for improvement.",4,English
2023-12-25,Musculação,"Very good, but there is room for improvement.",4,English
2023-12-25,Cycling,"Excellent experience, highly recommend!",5,English
2023-12-26,Cycling,"Fair, I was expecting a bit more.",3,English
2023-12-26,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-26,Yoga,"Very good, but there is room for improvement.",4,English
2023-12-27,Yoga,"Fair, I was expecting a bit more.",3,English
2023-12-27,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-27,Musculação,"Excellent experience, highly recommend!",5,English
2023-12-28,Cycling,"Disappointing, many areas need improvement.",2,English
2023-12-28,Cycling,"Excellent experience, highly recommend!",5,English
2023-12-28,Musculação,"Very bad, I do not recommend it to anyone.",1,English
2023-12-29,Yoga,"Disappointing, many areas need improvement.",2,English
2023-12-29,Cycling,"Very bad, I do not recommend it to anyone.",1,English
2023-12-29,Yoga,"Disappointing, many areas need improvement.",2,English
2023-12-30,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2023-12-30,Musculação,"Very bad, I do not recommend it to anyone.",1,English
2023-12-30,Musculação,"Excellent experience, highly recommend!",5,English
2023-12-31,Cycling,"Excellent experience, highly recommend!",5,English
2023-12-31,Musculação,"Very bad, I do not recommend it to anyone.",1,English
2023-12-31,Musculação,"Very bad, I do not recommend it to anyone.",1,English
2024-01-01,Cycling,"Fair, I was expecting a bit more.",3,English
2024-01-01,Yoga,"Fair, I was expecting a bit more.",3,English
2024-01-01,Yoga,"Fair, I was expecting a bit more.",3,English
2024-01-02,Yoga,"Excellent experience, highly recommend!",5,English
2024-01-02,Cycling,"Very good, but there is room for improvement.",4,English
2024-01-02,Musculação,"Very bad, I do not recommend it to anyone.",1,English
2024-01-03,Musculação,"Excellent experience, highly recommend!",5,English
2024-01-03,Musculação,"Fair, I was expecting a bit more.",3,English
2024-01-03,Musculação,"Very good, but there is room for improvement.",4,English
2024-01-04,Musculação,"Disappointing, many areas need improvement.",2,English
2024-01-04,Yoga,"Very good, but there is room for improvement.",4,English
2024-01-04,Musculação,"Excellent experience, highly recommend!",5,English
2024-01-05,Cycling,"Disappointing, many areas need improvement.",2,English
2024-01-05,Yoga,"Very good, but there is room for improvement.",4,English
2024-01-05,Yoga,"Fair, I was expecting a bit more.",3,English
2024-01-06,Cycling,"Very good, but there is room for improvement.",4,English
2024-01-06,Yoga,"Excellent experience, highly recommend!",5,English
2024-01-06,Cycling,"Very good, but there is room for improvement.",4,English
2024-01-07,Yoga,"Disappointing, many areas need improvement.",2,English
2024-01-07,Cycling,"Very good, but there is room for improvement.",4,English
2024-01-07,Cycling,"Very bad, I do not recommend it to anyone.",1,English
2024-01-08,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2024-01-08,Musculação,"Very bad, I do not recommend it to anyone.",1,English
2024-01-08,Cycling,"Fair, I was expecting a bit more.",3,English
2024-01-09,Musculação,"Disappointing, many areas need improvement.",2,English
2024-01-09,Yoga,"Excellent experience, highly recommend!",5,English
2024-01-09,Musculação,"Very good, but there is room for improvement.",4,English
2024-01-10,Musculação,"Excellent experience, highly recommend!",5,English
2024-01-10,Yoga,"Excellent experience, highly recommend!",5,English
2024-01-10,Yoga,"Excellent experience, highly recommend!",5,English
2024-01-11,Yoga,"Fair, I was expecting a bit more.",3,English
2024-01-11,Yoga,"Excellent experience, highly recommend!",5,English
2024-01-11,Yoga,"Very good, but there is room for improvement.",4,English
2024-01-12,Cycling,"Excellent experience, highly recommend!",5,English
2024-01-12,Cycling,"Fair, I was expecting a bit more.",3,English
2024-01-12,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2024-01-13,Musculação,"Fair, I was expecting a bit more.",3,English
2024-01-13,Yoga,"Excellent experience, highly recommend!",5,English
2024-01-13,Musculação,"Disappointing, many areas need improvement.",2,English
2024-01-14,Musculação,"Very good, but there is room for improvement.",4,English
2024-01-14,Cycling,"Excellent experience, highly recommend!",5,English
2024-01-14,Yoga,"Very good, but there is room for improvement.",4,English
2024-01-15,Cycling,"Excellent experience, highly recommend!",5,English
2024-01-15,Cycling,"Fair, I was expecting a bit more.",3,English
2024-01-15,Yoga,"Fair, I was expecting a bit more.",3,English
2024-01-16,Musculação,"Excellent experience, highly recommend!",5,English
2024-01-16,Cycling,"Very bad, I do not recommend it to anyone.",1,English
2024-01-16,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2024-01-17,Yoga,"Very bad, I do not recommend it to anyone.",1,English
2024-01-17,Musculação,"Very good, but there is room for improvement.",4,English
2024-01-17,Yoga,"Disappointing, many areas need improvement.",2,English
2024-01-18,Cycling,"Disappointing, many areas need improvement.",2,English
2024-01-18,Cycling,"Very good, but there is room for improvement.",4,English
